Rank ;Platform ;Year ;Genre ;Publisher
10815;X360 ;2011;Shooter ;Square Enix
10816;XOne ;2016;Action ;Microsoft Game Studios
10817;PSP ;2006;Racing ;Electronic Arts
10818;PC ;2007;Shooter ;Microsoft Game Studios
10819;PS2 ;2002;Racing ;Electronic Arts
10820;DS ;2007;Misc ;Namco Bandai Games
10821;XB ;2005;Simulation ;Ubisoft
10822;X360 ;2010;Misc ;Deep Silver
10823;PSV ;2013;Action ;Namco Bandai Games
10824;PS ;1998;Strategy ;ArtDink
10825;Wii ;2011;Action ;Majesco Entertainment
10826;PS ;2000;Action ;Sony Computer Entertainment
10827;PSP ;2010;Adventure ;Tecmo Koei
10828;GC ;2005;Adventure ;Activision
10829;3DS ;2016;Action ;Namco Bandai Games
10830;PS2 ;2003;Sports ;Tecmo Koei
10831;DS ;N/A ;Role-Playing ;Square Enix
10832;Wii ;2011;Misc ;MTV Games
10833;X360 ;2009;Shooter ;Phantom EFX
10834;XB ;2002;Misc ;Microsoft Game Studios
10835;PC ;2010;Action ;Take-Two Interactive
10836;PS2 ;2006;Action ;THQ
10837;Wii ;2009;Sports ;Activision
10838;PC ;2011;Puzzle ;Focus Home Interactive
10839;PS3 ;2011;Misc ;Ubisoft
10840;PC ;2014;Role-Playing ;Deep Silver
10841;PC ;2011;Strategy ;Kalypso Media
10842;GC ;2005;Platform ;Namco Bandai Games
10843;PS3 ;2010;Misc ;Sony Computer Entertainment
10844;X360 ;2009;Shooter ;Evolved Games
10845;GC ;2002;Fighting ;Rage Software
10846;PS4 ;2016;Action ;Namco Bandai Games
10847;XB ;2004;Racing ;Eidos Interactive
10848;PC ;2006;Strategy ;Sega
10849;XB ;2002;Sports ;Midway Games
10850;DS ;2009;Action ;Hudson Soft
10851;XB ;2005;Action ;Vivendi Games
10852;PS2 ;2003;Racing ;Acclaim Entertainment
10853;Wii ;2011;Misc ;Electronic Arts
10854;PS4 ;2016;Fighting ;Deep Silver
10855;SAT ;1998;Strategy ;NCS
10856;DS ;2008;Sports ;Electronic Arts
10857;PSP ;2012;Adventure ;Kadokawa Shoten
10858;3DS ;2012;Action ;Namco Bandai Games
10859;DS ;2009;Action ;Namco Bandai Games
10860;PS ;1998;Strategy ;Electronic Arts
10861;Wii ;2008;Action ;Rising Star Games
10862;PS ;2001;Strategy ;Success
10863;PS ;1997;Action ;Sony Computer Entertainment
10864;SNES ;1995;Role-Playing ;Nintendo
10865;3DS ;2013;Platform ;Namco Bandai Games
10866;WiiU ;2014;Action ;Activision
10867;PS2 ;2001;Role-Playing ;From Software
10868;PSP ;2006;Sports ;Midway Games
10869;PSP ;2010;Sports ;Activision
10870;GBA ;2002;Action ;THQ
10871;X360 ;2010;Sports ;505 Games
10872;DS ;2008;Strategy ;Zoo Digital Publishing
10873;PS2 ;2004;Role-Playing ;Sega
10874;XB ;2002;Racing ;THQ
10875;PS2 ;2004;Platform ;Take-Two Interactive
10876;PS2 ;2004;Shooter ;Konami Digital Entertainment
10877;PS ;1995;Strategy ;Microprose
10878;X360 ;2008;Shooter ;Valcon Games
10879;DS ;2006;Adventure ;THQ
10880;SAT ;1998;Sports ;Sega
10881;XB ;2003;Sports ;Midway Games
10882;GBA ;2005;Action ;Vivendi Games
10883;DS ;2005;Role-Playing ;Namco Bandai Games
10884;X360 ;2015;Action ;Little Orbit
10885;PSP ;2005;Fighting ;Sony Computer Entertainment
10886;Wii ;2009;Sports ;Hudson Entertainment
10887;PS2 ;2005;Platform ;Majesco Entertainment
10888;PSP ;2008;Adventure ;Capcom
10889;PS ;2001;Sports ;Namco Bandai Games
10890;PSP ;2005;Role-Playing ;Namco Bandai Games
10891;PSV ;2016;Action ;Namco Bandai Games
10892;WiiU ;2013;Action ;Activision
10893;PS4 ;2015;Action ;Ubisoft
10894;PS2 ;2000;Sports ;Konami Digital Entertainment
10895;PSP ;2012;Adventure ;Broccoli
10896;DS ;2010;Platform ;Warner Bros. Interactive Entertainment
10897;GC ;2002;Racing ;Electronic Arts
10898;XB ;2005;Racing ;Take-Two Interactive
10899;SAT ;1995;Misc ;Sega
10900;PS2 ;2004;Fighting ;Atari
10901;DS ;2005;Platform ;THQ
10902;PS2 ;2009;Misc ;Take-Two Interactive
10903;3DS ;2014;Role-Playing ;Atlus
10904;PSP ;2010;Platform ;Nippon Ichi Software
10905;Wii ;2009;Sports ;Destineer
10906;PS4 ;2015;Action ;Capcom
10907;PS ;1995;Simulation ;Electronic Arts
10908;PSP ;2008;Puzzle ;Sony Computer Entertainment
10909;PS2 ;2003;Sports ;Atari
10910;Wii ;2011;Action ;Activision
10911;Wii ;2008;Sports ;505 Games
10912;XB ;2005;Misc ;Crave Entertainment
10913;GC ;2004;Shooter ;O3 Entertainment
10914;PSV ;2016;Action ;Warner Bros. Interactive Entertainment
10915;SAT ;1998;Sports ;Sega
10916;DS ;2005;Puzzle ;Zoo Digital Publishing
10917;XB ;2005;Action ;Microsoft Game Studios
10918;DS ;2009;Action ;Mindscape
10919;PSV ;2014;Action ;Namco Bandai Games
10920;PS ;1996;Simulation ;Sony Computer Entertainment
10921;PSP ;2010;Adventure ;Idea Factory
10922;DS ;2004;Puzzle ;Ignition Entertainment
10923;DS ;2011;Fighting ;Namco Bandai Games
10924;PS2 ;2007;Strategy ;Konami Digital Entertainment
10925;3DS ;2012;Puzzle ;Nintendo
10926;DS ;2009;Puzzle ;Electronic Arts
10927;PS ;2001;Role-Playing ;Atlus
10928;XB ;2004;Misc ;Atari
10929;Wii ;2010;Misc ;Mindscape
10930;X360 ;2010;Sports ;Atari
10931;GBA ;2002;Platform ;Atari
10932;PS2 ;2003;Fighting ;Konami Digital Entertainment
10933;Wii ;2009;Action ;Mindscape
10934;PS2 ;2006;Sports ;THQ
10935;PC ;2007;Strategy ;LucasArts
10936;PSP ;2009;Adventure ;Idea Factory
10937;GBA ;2002;Sports ;Activision Value
10938;X360 ;2006;Racing ;Ubisoft
10939;GC ;2003;Platform ;Namco Bandai Games
10940;PS3 ;2010;Misc ;THQ
10941;PS3 ;2011;Sports ;Koch Media
10942;PS2 ;2010;Sports ;Konami Digital Entertainment
10943;DS ;2006;Misc ;Vivendi Games
10944;PS ;2000;Platform ;Ubisoft
10945;PS3 ;2007;Sports ;Electronic Arts
10946;DS ;2008;Strategy ;Ubisoft
10947;XB ;2004;Sports ;responDESIGN
10948;DS ;2005;Platform ;THQ
10949;PC ;2015;Sports ;Take-Two Interactive
10950;PSP ;2006;Action ;Electronic Arts
10951;PS3 ;2007;Sports ;Take-Two Interactive
10952;PC ;2005;Strategy ;Electronic Arts
10953;PSP ;2005;Racing ;Ubisoft
10954;DS ;2007;Misc ;Atari
10955;PSP ;2006;Role-Playing ;505 Games
10956;PS4 ;2016;Simulation ;Namco Bandai Games
10957;Wii ;2010;Sports ;Black Bean Games
10958;PS3 ;2009;Action ;THQ
10959;PS3 ;2012;Shooter ;Capcom
10960;DS ;2009;Misc ;Majesco Entertainment
10961;PS ;1996;Strategy ;Time Warner Interactive
10962;DS ;2008;Strategy ;THQ
10963;X360 ;2015;Action ;Activision
10964;PS2 ;2003;Role-Playing ;Sony Computer Entertainment
10965;GBA ;2002;Puzzle ;Vivendi Games
10966;DS ;2010;Misc ;Take-Two Interactive
10967;PSP ;2007;Misc ;Atari
10968;DS ;2011;Adventure ;GameMill Entertainment
10969;PS3 ;2009;Misc ;Sony Computer Entertainment
10970;Wii ;2007;Racing ;Data Design Interactive
10971;XB ;2005;Action ;Activision
10972;PS ;1995;Shooter ;Sony Computer Entertainment
10973;XB ;2002;Action ;THQ
10974;PS2 ;2005;Shooter ;Eidos Interactive
10975;PSP ;2009;Action ;D3Publisher
10976;PS2 ;2002;Action ;Electronic Arts
10977;DS ;2009;Role-Playing ;Aspyr
10978;PS2 ;2003;Sports ;DreamCatcher Interactive
10979;PS3 ;2013;Action ;Namco Bandai Games
10980;PS ;2001;Shooter ;Virgin Interactive
10981;PSP ;N/A ;Fighting ;Ignition Entertainment
10982;PSP ;2008;Shooter ;Square Enix
10983;3DS ;2011;Racing ;Ubisoft
10984;PS ;1997;Racing ;989 Studios
10985;PS2 ;2005;Strategy ;Tecmo Koei
10986;PS ;1998;Strategy ;Atlus
10987;PC ;2011;Action ;Konami Digital Entertainment
10988;GC ;2002;Racing ;THQ
10989;XB ;2003;Platform ;Take-Two Interactive
10990;SAT ;1998;Adventure ;ChunSoft
10991;PS2 ;2000;Sports ;Electronic Arts
10992;DS ;2010;Simulation ;Destineer
10993;PS2 ;2007;Sports ;Konami Digital Entertainment
10994;3DS ;2015;Action ;Nintendo
10995;X360 ;2011;Simulation ;Deep Silver
10996;PSP ;2009;Misc ;Take-Two Interactive
10997;DC ;2000;Role-Playing ;Sega
10998;GC ;2002;Racing ;Infogrames
10999;PS2 ;N/A ;Action ;Konami Digital Entertainment
11000;DS ;2010;Puzzle ;O-Games
11001;DS ;2011;Simulation ;Majesco Entertainment
11002;PS2 ;2002;Racing ;Play It
11003;DS ;2009;Role-Playing ;Square Enix
11004;PS3 ;2009;Shooter ;Codemasters
11005;DS ;2011;Action ;GameMill Entertainment
11006;DS ;2010;Misc ;Konami Digital Entertainment
11007;PS2 ;2001;Role-Playing ;Gust
11008;PSV ;2012;Fighting ;505 Games
11009;GBA ;2002;Shooter ;Titus
11010;DS ;2006;Role-Playing ;Eidos Interactive
11011;PS2 ;2001;Action ;Eidos Interactive
11012;3DS ;2016;Action ;Nintendo
11013;DS ;2008;Puzzle ;Empire Interactive
11014;Wii ;2010;Shooter ;Electronic Arts
11015;Wii ;2008;Platform ;Brash Entertainment
11016;DS ;2005;Misc ;Sega
11017;PS3 ;2011;Racing ;D3Publisher
11018;PS2 ;2003;Action ;Sony Computer Entertainment
11019;DS ;2011;Puzzle ;GSP
11020;PSP ;2009;Action ;Playlogic Game Factory
11021;Wii ;2009;Misc ;Zushi Games
11022;Wii ;2010;Misc ;O-Games
11023;PS2 ;2000;Action ;Namco Bandai Games
11024;DS ;2008;Platform ;Sega
11025;X360 ;2011;Racing ;Konami Digital Entertainment
11026;PS ;1998;Puzzle ;Culture Publishers
11027;DS ;2010;Misc ;THQ
11028;DS ;2008;Role-Playing ;Nobilis
11029;PS2 ;2002;Sports ;Konami Digital Entertainment
11030;Wii ;2008;Adventure ;The Adventure Company
11031;DS ;2008;Sports ;Ghostlight
11032;GBA ;2003;Action ;THQ
11033;Wii ;2010;Misc ;Hudson Soft
11034;DS ;2005;Role-Playing ;Empire Interactive
11035;3DS ;2013;Misc ;FuRyu
11036;PS3 ;2010;Role-Playing ;Nippon Ichi Software
11037;WiiU ;2014;Adventure ;Little Orbit
11038;X360 ;2010;Shooter ;Tecmo Koei
11039;PSP ;2007;Sports ;Konami Digital Entertainment
11040;DS ;2007;Misc ;Benesse
11041;PSP ;2006;Misc ;Sega
11042;X360 ;2010;Sports ;Griffin International
11043;PS2 ;2005;Sports ;Electronic Arts
11044;3DS ;2011;Misc ;Take-Two Interactive
11045;DS ;2007;Simulation ;MTO
11046;PS3 ;2008;Platform ;Sony Computer Entertainment
11047;N64 ;1998;Racing ;Infogrames
11048;N64 ;1996;Misc ;Seta Corporation
11049;SNES ;1995;Platform ;Konami Digital Entertainment
11050;N64 ;1998;Misc ;Electronic Arts
11051;N64 ;1998;Shooter ;GT Interactive
11052;N64 ;2000;Action ;Ubisoft
11053;3DS ;2013;Role-Playing ;Nintendo
11054;Wii ;2009;Racing ;Valcon Games
11055;DS ;2006;Role-Playing ;Takara Tomy
11056;PS ;1996;Action ;Ocean
11057;GBA ;2005;Platform ;Activision
11058;PS3 ;2011;Sports ;Deep Silver
11059;Wii ;2009;Sports ;Majesco Entertainment
11060;PS ;1997;Racing ;Sony Computer Entertainment
11061;SAT ;1995;Fighting ;Namco Bandai Games
11062;PSP ;2007;Action ;Ubisoft
11063;PSP ;2005;Strategy ;Banpresto
11064;PSP ;2009;Role-Playing ;GungHo
11065;PS ;1995;Shooter ;Konami Digital Entertainment
11066;PSP ;2012;Role-Playing ;Acquire
11067;PS4 ;2016;Misc ;Namco Bandai Games
11068;PSP ;2013;Adventure ;Broccoli
11069;Wii ;2009;Simulation ;Sega
11070;X360 ;2008;Strategy ;505 Games
11071;DS ;2007;Role-Playing ;D3Publisher
11072;PSP ;2009;Fighting ;Sony Computer Entertainment
11073;DS ;2009;Misc ;Avanquest
11074;Wii ;2008;Sports ;RTL
11075;PS2 ;2007;Role-Playing ;Tecmo Koei
11076;PSP ;2009;Misc ;Electronic Arts
11077;PS4 ;2015;Action ;Tecmo Koei
11078;PS ;N/A ;Action ;N/A
11079;PS3 ;2011;Fighting ;PQube
11080;PS3 ;2009;Action ;Konami Digital Entertainment
11081;GC ;2002;Action ;Tecmo Koei
11082;PS2 ;2007;Misc ;Hackberry
11083;XB ;2002;Misc ;Midway Games
11084;PC ;2008;Simulation ;Electronic Arts
11085;Wii ;2008;Sports ;Take-Two Interactive
11086;PS ;2002;Sports ;Konami Digital Entertainment
11087;Wii ;2011;Sports ;Mastiff
11088;PS2 ;2000;Adventure ;Sony Computer Entertainment
11089;SAT ;1994;Platform ;Sega
11090;X360 ;2014;Racing ;Milestone S.r.l.
11091;PS2 ;2003;Racing ;Midway Games
11092;PSP ;2008;Platform ;Tecmo Koei
11093;PS2 ;2000;Simulation ;Asmik Ace Entertainment
11094;Wii ;2011;Misc ;Ubisoft
11095;PS3 ;2009;Racing ;Electronic Arts
11096;PS2 ;2007;Action ;Spike
11097;X360 ;2007;Strategy ;Takara Tomy
11098;PSP ;2014;Sports ;Konami Digital Entertainment
11099;PS2 ;2001;Role-Playing ;Metro 3D
11100;Wii ;2008;Action ;Vivendi Games
11101;Wii ;2011;Action ;Activision
11102;Wii ;2010;Misc ;Hudson Soft
11103;X360 ;2008;Misc ;Konami Digital Entertainment
11104;PSV ;2012;Role-Playing ;Gust
11105;Wii ;2009;Shooter ;Majesco Entertainment
11106;PS3 ;2011;Action ;Marvelous Interactive
11107;DS ;2010;Misc ;Foreign Media Games
11108;DS ;2011;Strategy ;Activision
11109;DS ;2010;Misc ;Unknown
11110;GBA ;N/A ;Puzzle ;Capcom
11111;DS ;2008;Action ;Vivendi Games
11112;GC ;2006;Fighting ;Namco Bandai Games
11113;X360 ;2010;Sports ;Crave Entertainment
11114;PS3 ;2008;Misc ;Konami Digital Entertainment
11115;PC ;2009;Shooter ;Electronic Arts
11116;DS ;2010;Action ;Namco Bandai Games
11117;Wii ;2009;Sports ;Sega
11118;DS ;2007;Role-Playing ;Nintendo
11119;XB ;2002;Sports ;Atari
11120;GC ;2002;Sports ;Midway Games
11121;XB ;2005;Shooter ;Ubisoft
11122;Wii ;2010;Misc ;Majesco Entertainment
11123;XB ;2004;Sports ;Konami Digital Entertainment
11124;XB ;2004;Racing ;Atari
11125;XB ;2002;Action ;Tecmo Koei
11126;Wii ;2007;Fighting ;Takara Tomy
11127;PS ;2001;Misc ;Activision
11128;DS ;2009;Simulation ;Deep Silver
11129;SNES ;1993;Shooter ;Konami Digital Entertainment
11130;DS ;2008;Role-Playing ;Sting
11131;PS3 ;2012;Strategy ;Tecmo Koei
11132;DS ;2007;Platform ;THQ
11133;GC ;2003;Shooter ;Atari
11134;PS3 ;2011;Adventure ;Telltale Games
11135; ; ; ;
11136;XB ;2005;Action ;Midway Games
11137;PS2 ;2006;Strategy ;Tecmo Koei
11138;Wii ;2010;Sports ;Activision
11139;PSV ;2012;Action ;Konami Digital Entertainment
11140;PSP ;2005;Simulation ;Marvelous Interactive
11141;3DS ;2011;Puzzle ;Sunsoft
11142;XOne ;2016;Racing ;Codemasters
11143;PSP ;2012;Sports ;Take-Two Interactive
11144;Wii ;N/A ;Action ;Warner Bros. Interactive Entertainment
11145;PSP ;2006;Action ;Capcom
11146;Wii ;2006;Platform ;Midway Games
11147;DS ;2009;Sports ;Take-Two Interactive
11148;PC ;2005;Strategy ;Atari
11149;PC ;2002;Strategy ;Microsoft Game Studios
11150;PS3 ;2015;Action ;Capcom
11151;PSP ;2006;Racing ;Activision
11152;WiiU ;2013;Platform ;Ubisoft
11153;3DS ;2013;Role-Playing ;Namco Bandai Games
11154;DS ;2010;Misc ;Warner Bros. Interactive Entertainment
11155;Wii ;2008;Adventure ;Capcom
11156;GC ;2005;Role-Playing ;Namco Bandai Games
11157;X360 ;2015;Action ;Capcom
11158;Wii ;2008;Action ;Eidos Interactive
11159;DS ;2008;Misc ;Ubisoft
11160;PC ;2006;Strategy ;LucasArts
11161;XB ;2004;Racing ;Take-Two Interactive
11162;XB ;2004;Sports ;Midway Games
11163;GC ;2005;Action ;Activision
11164;PS ;1996;Simulation ;Hearty Robin
11165;XB ;2003;Racing ;Namco Bandai Games
11166;GBA ;2003;Action ;THQ
11167;DS ;2006;Puzzle ;Rising Star Games
11168;X360 ;2008;Fighting ;505 Games
11169;WiiU ;2016;Action ;Warner Bros. Interactive Entertainment
11170;GC ;2005;Fighting ;Sega
11171;X360 ;2009;Shooter ;Eidos Interactive
11172;X360 ;2007;Shooter ;Vivendi Games
11173;X360 ;2015;Platform ;Activision
11174;Wii ;2009;Misc ;Ubisoft
11175;X360 ;2006;Role-Playing ;Idea Factory
11176;PS3 ;2011;Role-Playing ;Compile Heart
11177;DS ;2008;Misc ;Codemasters
11178;PS ;2000;Sports ;Konami Digital Entertainment
11179;XB ;2004;Misc ;Konami Digital Entertainment
11180;X360 ;2014;Action ;Deep Silver
11181;PC ;2011;Shooter ;THQ
11182;PS2 ;2005;Sports ;505 Games
11183;DS ;2008;Puzzle ;Eidos Interactive
11184;GC ;2002;Platform ;THQ
11185;PS4 ;2015;Action ;Little Orbit
11186;SAT ;1999;Sports ;ASCII Entertainment
11187;PS3 ;2011;Action ;THQ
11188;PS3 ;2013;Platform ;Namco Bandai Games
11189;PS ;2000;Racing ;Sony Computer Entertainment
11190;PS2 ;2007;Action ;Tecmo Koei
11191;Wii ;2009;Misc ;Hudson Soft
11192;DS ;2009;Puzzle ;Level 5
11193;DS ;2006;Misc ;Nintendo
11194;PS ;1998;Shooter ;GT Interactive
11195;PSP ;2006;Action ;Vivendi Games
11196;XB ;2004;Action ;Atari
11197;PC ;2004;Shooter ;Vivendi Games
11198;DS ;2008;Misc ;Oxygen Interactive
11199;PSP ;2007;Sports ;Take-Two Interactive
11200;Wii ;2011;Action ;THQ
11201;GBA ;2006;Action ;LucasArts
11202;XB ;2005;Adventure ;Disney Interactive Studios
11203;PSP ;2010;Role-Playing ;Atlus
11204;N64 ;1996;Misc ;Konami Digital Entertainment
11205;X360 ;2014;Action ;Little Orbit
11206;XB ;2005;Role-Playing ;Take-Two Interactive
11207;DS ;2008;Misc ;Ubisoft
11208;GBA ;2003;Racing ;Kemco
11209;Wii ;2010;Simulation ;Little Orbit
11210;PS3 ;2011;Action ;Namco Bandai Games
11211;PC ;2011;Adventure ;DTP Entertainment
11212;DS ;2008;Adventure ;Konami Digital Entertainment
11213;GBA ;2004;Platform ;Capcom
11214;PC ;2015;Strategy ;Ubisoft
11215;GC ;2003;Shooter ;Ubisoft
11216;PC ;2012;Sports ;Konami Digital Entertainment
11217;PS3 ;2014;Action ;Tecmo Koei
11218;XB ;2005;Action ;THQ
11219;PS ;1998;Strategy ;Electronic Arts
11220;DS ;2010;Adventure ;GSP
11221;PS3 ;2007;Shooter ;Midway Games
11222;PS2 ;2001;Role-Playing ;Ubisoft
11223;X360 ;2009;Platform ;Ubisoft
11224;DS ;2006;Action ;Sega
11225;GBA ;2001;Strategy ;Atari
11226;PS2 ;2011;Sports ;Electronic Arts
11227;PSP ;2008;Racing ;Activision
11228;PSP ;2009;Role-Playing ;Falcom Corporation
11229;PS ;1997;Shooter ;Psygnosis
11230;PC ;2011;Adventure ;Rondomedia
11231;PS2 ;2002;Shooter ;Big Ben Interactive
11232;Wii ;2011;Fighting ;Crave Entertainment
11233;DS ;2008;Misc ;DSI Games
11234;DC ;1999;Sports ;Sega
11235;DS ;2007;Racing ;Destineer
11236;PS ;2000;Misc ;Sony Computer Entertainment
11237;PSP ;2009;Simulation ;Ubisoft
11238;WiiU ;2014;Misc ;Nintendo
11239;PS ;1995;Action ;Interplay
11240;PS2 ;2005;Action ;Capcom
11241;PS2 ;2002;Misc ;Nippon Amuse
11242;PS3 ;2011;Action ;THQ
11243;XOne ;2015;Sports ;Bigben Interactive
11244;PSV ;2016;Role-Playing ;Nihon Falcom Corporation
11245;Wii ;2009;Racing ;Zoo Games
11246;3DS ;2012;Role-Playing ;Namco Bandai Games
11247;PS2 ;2004;Action ;Sega
11248;PS ;1997;Simulation ;Origin Systems
11249;GBA ;2006;Adventure ;THQ
11250;PS2 ;2001;Strategy ;Natsume
11251;PS2 ;2006;Role-Playing ;Tecmo Koei
11252;PSP ;2009;Adventure ;Konami Digital Entertainment
11253;PSP ;2008;Fighting ;PQube
11254;3DS ;2015;Action ;Namco Bandai Games
11255;XB ;2007;Sports ;Electronic Arts
11256;SAT ;1995;Simulation ;Micro Cabin
11257;PS2 ;2000;Role-Playing ;Konami Digital Entertainment
11258;GC ;2004;Racing ;Namco Bandai Games
11259;PS2 ;2008;Sports ;Conspiracy Entertainment
11260;PSP ;2006;Puzzle ;505 Games
11261;DS ;2009;Adventure ;Tecmo Koei
11262;DS ;2008;Strategy ;Telegames
11263;SAT ;1996;Puzzle ;Konami Digital Entertainment
11264;Wii ;2009;Sports ;505 Games
11265;PS3 ;2010;Misc ;Sony Computer Entertainment
11266;PSV ;2014;Role-Playing ;Nippon Ichi Software
11267;PS4 ;2014;Action ;Square Enix
11268;PSP ;2008;Fighting ;Sony Computer Entertainment
11269;PS ;1999;Role-Playing ;Atari
11270;PSP ;2010;Adventure ;Nippon Ichi Software
11271;SAT ;1995;Misc ;Sega
11272;PS2 ;2006;Racing ;Bethesda Softworks
11273;GBA ;2004;Adventure ;Nintendo
11274;DS ;2009;Sports ;Take-Two Interactive
11275;PS3 ;2014;Action ;Deep Silver
11276;DS ;2009;Simulation ;Activision
11277;Wii ;2010;Adventure ;Unknown
11278;X360 ;2007;Shooter ;Ubisoft
11279;PS2 ;2007;Misc ;Hackberry
11280;DS ;2011;Misc ;Warner Bros. Interactive Entertainment
11281;DS ;2005;Fighting ;Electronic Arts
11282;PS ;1998;Racing ;Telstar
11283;SAT ;1994;Simulation ;Electronic Arts
11284;GBA ;2004;Platform ;Nintendo
11285;X360 ;2014;Racing ;Nordic Games
11286;PSP ;2009;Sports ;Spike
11287;GBA ;2004;Role-Playing ;Capcom
11288;GBA ;2003;Action ;Vivendi Games
11289;Wii ;2008;Puzzle ;The Adventure Company
11290;PC ;2005;Shooter ;Electronic Arts
11291;PSP ;2005;Puzzle ;Ubisoft
11292;XB ;2003;Racing ;Sega
11293;DC ;2000;Sports ;Sega
11294;DS ;2010;Sports ;Konami Digital Entertainment
11295;DS ;2008;Action ;Vivendi Games
11296;DS ;2011;Simulation ;Activision
11297;GBA ;2005;Adventure ;Activision
11298;XB ;2002;Adventure ;Atari
11299;PS4 ;2015;Action ;Tecmo Koei
11300;PS ;1998;Racing ;Ubisoft
11301;DS ;2009;Action ;D3Publisher
11302;X360 ;2014;Role-Playing ;Deep Silver
11303;PS ;1999;Fighting ;SNK Playmore
11304;X360 ;2011;Simulation ;bitComposer Games
11305;DS ;2008;Adventure ;Konami Digital Entertainment
11306;X360 ;2013;Platform ;Namco Bandai Games
11307;XOne ;2015;Fighting ;Tecmo Koei
11308;PS2 ;2001;Sports ;Konami Digital Entertainment
11309;PC ;2011;Simulation ;bitComposer Games
11310;DS ;2010;Sports ;Nordcurrent
11311;PSP ;2006;Action ;Electronic Arts
11312;PC ;2013;Shooter ;City Interactive
11313;WiiU ;2012;Action ;Tecmo Koei
11314;GBA ;2003;Role-Playing ;Tomy Corporation
11315;DS ;2008;Action ;Namco Bandai Games
11316;PSP ;2010;Racing ;Activision
11317;3DS ;2011;Action ;Sega
11318;DS ;2012;Sports ;Take-Two Interactive
11319;GBA ;2003;Strategy ;Capcom
11320;GC ;2002;Puzzle ;Hudson Soft
11321;PS2 ;2006;Racing ;Codemasters
11322;DS ;2010;Sports ;Ubisoft
11323;X360 ;2009;Misc ;Konami Digital Entertainment
11324;PS2 ;2008;Misc ;Namco Bandai Games
11325;DS ;N/A ;Simulation ;Unknown
11326;PS2 ;2000;Platform ;Ubisoft
11327;GBA ;2003;Misc ;Telegames
11328;X360 ;2006;Sports ;Take-Two Interactive
11329;3DS ;2015;Adventure ;Namco Bandai Games
11330;PS ;2000;Shooter ;Acclaim Entertainment
11331;GBA ;2004;Fighting ;Namco Bandai Games
11332;SNES ;1991;Misc ;Epoch
11333;X360 ;N/A ;Sports ;Black Bean Games
11334;DS ;2011;Role-Playing ;Square Enix
11335;DS ;2008;Simulation ;Ubisoft
11336;PSP ;2010;Role-Playing ;Nippon Ichi Software
11337;GBA ;2004;Action ;Hudson Soft
11338;XB ;2003;Strategy ;Electronic Arts
11339;PS2 ;2003;Shooter ;LucasArts
11340;3DS ;2011;Shooter ;Majesco Entertainment
11341;PC ;2013;Simulation ;Koch Media
